"Comment","User","ReplyCount","LikeCount","PublishTime","CommentId","ParentID","ReplyToAnotherUser","VideoID"
"To Modi-ab bhot hu samman tumhari aise taise","Prakhar Sharma","0","1","2019-09-12T09:54:36.000Z","UgzidigbNbq-oBiHSRB4AaABAg","None","FALSE","Lem7KgAb9SY"
"https://youtu.be/smEpAMl6RFU plzz phele ek baar ye video jarrur dekhe ki ye dhruv kitna jhot bolta h plzzz ek baar jarrur dekhe","hawaii mini","0","1","2019-09-12T09:26:53.000Z","Ugzy1nxiHQTpk1lCUll4AaABAg","None","FALSE","Lem7KgAb9SY"
"Bhai aap ne jo last me Rahul Gandhi ko 8/10 dia wo green colour me tha. 
And Narendra Modi ka orange tha. 
Isase aapki nhi mansikta ka pata chalta hai. 
From Bihar... 
Jbab do.","Rahul Kumar","0","0","2019-09-12T07:36:57.000Z","UgzSe5OX1xUDfPx2OZt4AaABAg","None","FALSE","Lem7KgAb9SY"
"Modi 2 and rahul 9","Uzef rangrej","0","0","2019-09-12T05:44:02.000Z","Ugy9Np9mkGe00ok_Twh4AaABAg","None","FALSE","Lem7KgAb9SY"
"Rahul Jee 10 marks 
Feku... 00","Mustafa Vlogs","0","0","2019-09-12T01:32:45.000Z","Ugx9xd3hLizjAGsNBJZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"MTNL wale log 3month se salary proper Nahi arhi hai Modi k Raj me","Sandhya Yadav","0","0","2019-09-11T20:06:24.000Z","UgwRcSAPvr2H6Mbp2o94AaABAg","None","FALSE","Lem7KgAb9SY"
"8rahul ko sir","Pradeep yadav ji","0","0","2019-09-11T19:36:24.000Z","UgxrHzYX_IA-0tjkMkZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"modi is taking india down.... aisa insaan bhi hota hai kya??","Vidhanshu Jain","0","0","2019-09-11T16:45:01.000Z","Ugx24x5GOdqcuiiCdiZ4AaABAg","None","FALSE","Lem7KgAb9SY"
"Illiterate chal wala","Masroor Ahmed","0","0","2019-09-11T16:23:38.000Z","UgytDaJb70cl0MKdLy14AaABAg","None","FALSE","Lem7KgAb9SY"
"media make modi god  
kis kis ko lagta he like karo or camment me jaroor bata ki aajtak news din me kitni bar modi ka naam leti he","movie links","0","1","2019-09-11T15:40:47.000Z","UgwDHYc3BpmmuR9xXm14AaABAg","None","FALSE","Lem7KgAb9SY"
"we need youre paytm no.","movie links","0","1","2019-09-11T15:39:41.000Z","UgwD2Hrz5uLUrdDg2XJ4AaABAg","None","FALSE","Lem7KgAb9SY"
"rahul gandhi is fool person don't compare him with modi","logic master","0","2","2019-09-11T11:23:49.000Z","Ugxg_bNqKpmA-phiZk94AaABAg","None","FALSE","Lem7KgAb9SY"
"ek community region galt ho skata hai but pura nation the whole gandhi family is the reason of our bad situation","logic master","0","2","2019-09-11T11:23:20.000Z","UgzyWPaNZt_65CmcD6B4AaABAg","None","FALSE","Lem7KgAb9SY"
"Rafael deal par aapka ek aur video hai. Usme toh aapne Kuch aur hi kaha hai ?","Kavita Shrimali","0","0","2019-09-11T08:23:44.000Z","Ugx6rjeEKBDcy4ssNCl4AaABAg","None","FALSE","Lem7KgAb9SY"
"Great Modi Ji Phle hi Ans. Likh k laye the Kuch bhi question ho yhi bolna hai<U+0001F602><U+0001F602>","KRIISUN x17","0","0","2019-09-11T06:04:59.000Z","UgxkMHUxOATq1lEvFGV4AaABAg","None","FALSE","Lem7KgAb9SY"
"Ab kie baar rahul gandhi ko lake dekthe h!","<U+0928><U+0935><U+094D><U+092F> Vats","0","0","2019-09-11T03:47:34.000Z","UgxihxsYTXM6GG7JrUB4AaABAg","None","FALSE","Lem7KgAb9SY"
"Sir please make a video on this topic ...ki agar ik nyi party bnai jai jisme sabhi log padhe likhe ho to kya desh badal skta h.ya kya prbhav pafega usse desh pr kya vo party chl jaygi india m..","Vishal Bhardwaj","0","0","2019-09-11T03:40:14.000Z","Ugy6LUEEhlHB3ShvMq94AaABAg","None","FALSE","Lem7KgAb9SY"
"Rahul Gandhi 8 Modi - 01","Sandeep Kumar","0","0","2019-09-11T02:44:29.000Z","UgzmW4qtPQq-kN7jt494AaABAg","None","FALSE","Lem7KgAb9SY"
"Very nice video","Mohammed Haji","0","0","2019-09-11T01:12:25.000Z","UgyzJVN8VRQOFFyxCmJ4AaABAg","None","FALSE","Lem7KgAb9SY"
"Tu pakka congresi hain","bikram shil bank","0","0","2019-09-11T00:03:57.000Z","UgzVRRz6BjROv-o0hyN4AaABAg","None","FALSE","Lem7KgAb9SY"
"Ur Great  bro..","Nahida Khanum","0","0","2019-09-10T18:53:52.000Z","Ugw9LR7ZE5bI1wfTtcl4AaABAg","None","FALSE","Lem7KgAb9SY"
"Ab dhire dhire tumhara v chehra samne aa rha hai","Mayank pratap rai","0","1","2019-09-10T18:11:43.000Z","UgzrnT6scurAzb1yTZR4AaABAg","None","FALSE","Lem7KgAb9SY"
"Yes bro you are right","vishwa khillare","0","0","2019-09-10T17:28:36.000Z","Ugw0Gr1F1930oEhoeER4AaABAg","None","FALSE","Lem7KgAb9SY"
"tu sidha bol na ki modi ka opponent hai karke . vai se to modi ne bhi nahi bola tha ki wo 15 lakh de wo bole the ki black money itana hai ki wo jab bahar aaye to har kisi ko 15 lakha mil sakta hai . afava mat failao","sumeet gawade","0","1","2019-09-10T15:30:03.000Z","Ugwj12vsIz3ykwZmkG94AaABAg","None","FALSE","Lem7KgAb9SY"
"Bhai parliament ke one day ke video se esa nai bola ja sakta ki modi ka 2/10 point he.....<U+0001F602> Modi he 2019 ka result dekh Lia na <U+0001F602>","Alap Patel","0","0","2019-09-10T14:52:12.000Z","UgxF3Aka-TRD3zOZfjJ4AaABAg","None","FALSE","Lem7KgAb9SY"
"Ask them about me","Vikas hu","0","0","2019-09-18T12:10:44.000Z","Ugz5TxIqhtcazkCpbFF4AaABAg.8zw_Hyo2pJu9-0q7lSq6YI","Ugz5TxIqhtcazkCpbFF4AaABAg","Hemant Ojha","Lem7KgAb9SY"
"Yeah bro","Nishchith Shettigar","0","0","2019-09-17T19:27:04.000Z","Ugz5TxIqhtcazkCpbFF4AaABAg.8zw_Hyo2pJu9--2Gfh1hb8","Ugz5TxIqhtcazkCpbFF4AaABAg","Hemant Ojha","Lem7KgAb9SY"
"U are brother, i request u to share this video","Hemant Ojha","0","0","2019-09-16T11:09:23.000Z","UgwHSVNF9YW9xuRGOwp4AaABAg.8zubo6xi1DI8zw_WcMnrWj","UgwHSVNF9YW9xuRGOwp4AaABAg","Sairaj Sarde","Lem7KgAb9SY"
"Modi....  Modi jindabaad","Divyanshu Maurya","0","1","2019-09-15T19:48:19.000Z","Ugx74M7QGv2A_82Qigx4AaABAg.8zuZSsEE9uu8zuw6co6PlM","Ugx74M7QGv2A_82Qigx4AaABAg","zeel sukhadiya","Lem7KgAb9SY"
"We should  talk  about  current  govt  naa  cause if the govt  between 2004 and 2014 did wrong.    So they are gone  ... About this govt is running oir country  now .....","Bhanu More","0","0","2019-09-15T09:37:55.000Z","UgwqSR35fkH4EHB_CUt4AaABAg.8zoUfOYTOR68ztqFuWFF4v","UgwqSR35fkH4EHB_CUt4AaABAg","pradeep swain","Lem7KgAb9SY"
"Modi sirf 12th pass wo bs hindu Muslim ,love jihad ,gau Mata , bs iski wjh se jeeta hai","Arif A","0","0","2019-09-14T05:04:03.000Z","Ugykr9wQEF56ny2mJL54AaABAg.8zmz7iZU9378zqm76zP25D","Ugykr9wQEF56ny2mJL54AaABAg","Sayali Gholap","Lem7KgAb9SY"
"Indian army ,isro kucch bhi kre modi bolega ** mitro Maine chandaryaan 2 bheja uska bhi credit ye le lega **","Arif A","0","0","2019-09-14T05:02:29.000Z","Ugykr9wQEF56ny2mJL54AaABAg.8zmz7iZU9378zqlwh-KUQm","Ugykr9wQEF56ny2mJL54AaABAg","Sayali Gholap","Lem7KgAb9SY"
